"s.area"	"s.perimeter"	"s.radius.mean"	"s.radius.sd"	"s.radius.min"	"s.radius.max"
3127	233	30.8834109877734	4.12188828823015	22.1605937530863	41.1739957263443
3070	208	31.3680171023203	4.53933023373599	22.5627258876725	41.2116915760464
3992	264	36.1577892110273	10.183144709084	17.8404450496172	56.1396496911692
2230	169	26.1799734593083	1.81410269616129	22.5225390806592	30.372806425981
3495	294	33.4006055414188	8.11414320384813	16.5934487813462	48.4313353433439
3198	277	33.5278523428835	9.5427719186858	17.4191021461123	54.6657304632959
2128	178	26.150660304898	4.69023650547834	17.0933897452556	36.5432441373824
2963	317	30.5516915754782	8.37523018907029	10.4446177386172	44.1606096010546
2156	198	25.562194572926	4.29495874363745	12.7210262048035	33.1200183999708
1997	221	25.0337434563535	7.18785392005062	12.0616561324674	38.2220154189315
1595	149	22.3829917655011	3.0630382017465	16.2627961003893	28.2654367176904
1202	121	19.1541186565138	1.49872088221247	15.7998071123645	22.6231619917936
2107	249	26.1973437838216	4.95904872624455	15.9969433057033	35.6481943636834
1060	118	17.9633375192563	2.54213086386252	12.3133581002374	22.9788069178037
2372	444	27.7696400764512	7.73150892861751	10.9893951451846	44.4676332770321
1032	110	17.7682113451369	2.15331867057013	14.1041345558757	21.9871713160047
1273	204	20.6503254854056	5.24776780722	10.5790900956111	34.2407206579042
1201	139	19.3848864060036	3.9575277677087	11.3027077885728	25.9414694350067
1238	162	19.5122866901695	3.84313380172992	10.8386484094933	28.1450344823253
787	109	15.5375257525089	1.8008749464799	12.0660618819596	19.5887286393542
966	121	17.1897918620756	2.45069357262999	11.6068959151293	22.0948600969094
1185	155	19.8831982341374	5.23632049550369	11.6925957342757	29.9012464111563
1337	201	20.8799178881548	6.00235261579256	9.69309114473809	31.3536368433294
919	133	18.3879055095055	5.10669996496803	8.65081624063656	26.7645358829134
1269	172	20.5539521250347	5.94762605291923	11.5589130455689	34.49542074233
1068	137	18.4244173786385	5.6848011799819	5.21415222748975	26.6787692091882
1163	159	19.176239284141	4.99904093455308	7.47227514024527	28.7166539925223
640	97	13.8865786764991	1.24644391230358	11.1757760369782	16.0845392541529
832	106	16.3576191357645	3.70370841895423	8.63207547169813	23.5621116266684
951	153	17.7639911761088	4.41540113963223	8.33276942856904	26.6603622561799
924	187	17.1577477751765	3.8995920807198	10.6433959916471	28.6074025824276
678	94	14.7695266652189	2.94605031544348	10.28120353947	20.6825282788938
1244	172	20.7126857815715	7.47089136259816	8.95119647501014	32.7095493091642
765	132	15.877267014407	4.48598419842549	7.36909013649944	24.1773843432716
791	157	16.3680051597031	4.98135248984237	6.53657125435317	26.5417711780209
874	135	16.1279414140616	3.19971056814598	9.20142232698325	21.6979147885883
635	93	13.8117529241127	2.37334205796721	9.25856404681854	17.8527591203444
567	111	13.5425721588541	3.01807270609565	8.26660893654688	20.2503225171486
519	78	12.4945348189762	1.7387788226635	9.25239631700011	15.8887693498582
997	158	20.1825681651195	7.73013540462968	7.99232777836199	33.4373222388793
608	118	14.4361110814841	3.67770497044836	8.67278794794401	23.1017710806161
738	160	15.2004830238719	5.66732370951941	0.978778735210364	24.8436713835234
508	88	12.5706953427039	2.33976909701954	7.93601738284555	19.0233925157927
582	99	13.4188056915986	2.33154732912357	8.81656759150074	19.1288703868607
729	155	17.077860096997	5.56583653540275	6.12138742239257	27.6589907818742
646	100	14.3753900397366	3.40500531650695	7.14731418086545	20.3279143052109
726	113	15.2571715715032	4.70882768702282	4.38839911951635	22.1689329164753
550	102	12.8577087556942	2.33328602401314	8.7368839467843	17.7349716529503
502	84	12.3298371047827	2.06661404561074	9.03574565525645	17.1228595332118
769	121	16.2542213175999	5.49753927540868	6.11316118743586	25.6580919370933
725	124	15.4937700581003	5.39452804043258	5.58037128733157	24.3819452337564
583	112	13.4700444228236	4.6890757413784	1.5976904568527	20.6211344553225
452	90	12.3341249564094	2.48021376601118	8.49418828187257	18.1578299948936
427	72	11.2869416361221	1.74199298280903	7.43683535260318	14.5076940527568
398	67	10.9131974414778	1.44642374577111	8.39799963452245	14.0065382689425
449	71	11.6420929680427	2.12266582500036	7.59064772926609	14.6839345187117
573	98	13.645171348946	3.34465928833263	8.26722703805773	19.9918376721861
285	155	18.477538439516	9.76713739024774	1.65287250355473	36.6741939739926
526	95	12.8574721978634	3.2443569308057	6.09154538748224	19.114380889443
448	77	11.8377664651987	2.46106923359075	6.39744530729059	15.7683731619359
345	60	10.0832517884785	1.03815008181274	7.54543644271895	11.9610595034237
233	78	9.42542230301567	3.24910965575401	3.30533109918108	15.2400310698025
599	114	13.446597567821	3.58376464563204	5.90376293084451	20.1453933415052
371	85	10.2166636015761	2.11584712909134	5.20763347085623	13.7246677624746
519	104	12.970368183431	4.65163492443944	2.95757101881951	20.8025773963555
616	112	13.3422910671063	3.4737665663003	6.90601191989672	19.8758683708384
419	74	11.3605854199893	2.1828634692422	7.17516667406307	16.2404829691378
