"s.area"	"s.perimeter"	"s.radius.mean"	"s.radius.sd"	"s.radius.min"	"s.radius.max"
14771	792	67.8126150500085	14.5762719648829	42.6171199099906	98.3958415620051
18911	962	77.6655318255744	17.741748687166	46.4737120830962	114.034869425663
8015	497	49.4977379601748	9.7977867020218	24.5698906356385	75.5566429006121
5137	455	40.2887312797933	6.95152145373717	21.2989701557254	56.2171806872219
3238	336	33.717374262768	9.22333990486829	13.8372851216553	50.5966800389764
2357	320	27.4805664717564	7.96039203754286	10.862809259119	44.5656888760849
2164	200	26.0606359759603	5.74774108050157	12.5925265534761	37.900286608415
1934	231	24.9713109472726	5.91091088432723	10.9691203803679	34.4237843154166
2836	389	30.7174962792528	11.1742434710843	6.85422829667339	58.9985707054489
2796	317	28.3080001785445	6.53132761706017	12.5149307280697	39.6683668316522
1559	178	21.7412301402857	5.39962290493273	8.30628949325844	31.6525209990492
2523	275	29.7196813870861	9.03221284229957	8.75752333003078	46.4705540820659
1820	195	23.3625776132306	5.86013511540804	9.21634913548994	34.848868783503
1250	147	19.9302903308824	3.12951227843958	13.9197121992096	27.3921488072815
1538	160	22.7199891037269	6.20867473793965	9.19670882027913	33.7345068605575
1353	191	21.5131305315755	6.41582357148604	11.3555767885933	36.8512847405469
2036	335	25.871054341355	8.3609772691671	3.05627474654246	45.0909585911593
528	111	13.6033370622606	4.60797688217384	4.69372827709418	22.1683668894349
979	138	17.5520193077495	3.56010678089622	9.45883974033573	24.5423047348272
1682	261	23.1555282761825	6.13837000525673	10.9343288980417	38.1175356185395
1869	288	25.6384883000518	8.07115853370662	7.40917305707327	39.7523585722448
899	188	16.8363511435208	3.34897195093578	9.24416820310599	25.0556267732691
1624	175	25.6417187109647	10.1244206847022	10.0495100906077	42.4956276262269
665	94	14.2874359503039	2.59759746318055	8.83684030022191	18.1502113492802
706	117	14.8742448676829	4.68803518146825	4.37666929634775	21.682669118734
