"s.area"	"s.perimeter"	"s.radius.mean"	"s.radius.sd"	"s.radius.min"	"s.radius.max"
7114	371	47.3885433561685	5.80456156743836	37.0742626105855	65.1812081577637
5258	339	40.6576671025075	4.2717172480398	33.0109267788261	50.902750597197
4410	259	36.9888599176865	3.23883221112947	31.0349510186804	42.8961464661231
4320	250	36.8186255438705	3.72211943121701	28.4696793097498	43.1297883138789
4890	450	39.9183561499549	7.26052392857823	22.6670262498711	57.2577279705166
3586	244	33.5906582388508	3.68036881058632	25.1215818764305	40.9555389545318
4092	315	36.2280352872993	5.77218863743529	20.6746189562137	46.5066494214881
4398	295	38.7451163476167	9.13843284707722	20.4531690198164	58.346858113927
3274	267	31.8052316326566	7.15307131008391	19.3034739750664	44.2248526357311
3819	366	32.7503451685975	8.32765648440724	13.2692586656808	49.0199803288249
2269	223	26.1910630143619	3.44260665559896	18.148910590431	32.4546872182679
2013	194	25.0179977698139	2.71064240619621	17.9150239079934	29.8072785544044
4349	484	38.3479541613437	9.87902923469118	10.0531818717696	57.4522469588693
1817	185	24.0523571407481	3.50228504853511	17.7106398546568	31.3414802726831
762	106	15.6507446552764	3.45101120169003	8.82499645766218	23.0297878521597
2448	369	29.7987293707696	6.83623378212377	15.2722629288386	42.0245541699011
2321	229	25.7157267848889	7.16353405824671	10.3574130658003	39.0347625410776
686	156	16.0149982062581	6.21290319541643	4.31044345145509	28.2371445618108
1460	208	20.4683793727397	5.05072771384511	7.34696557134362	29.5090764920592
871	123	15.9792665815838	2.50851052994155	10.598957218078	21.7361414545029
1855	188	25.2510005217158	7.93707776993559	13.4265687295639	39.572938085272
1083	142	18.5322075013143	3.28003568074068	10.9459004000739	26.8434963994748
1613	178	22.5675969069177	6.30056845273192	9.86257836283881	35.2085392835317
858	124	16.2241475834885	2.75611482055141	9.70426719381688	23.8431412027474
1065	172	17.8157836231592	2.9049929833817	11.7970546140235	24.0200165537135
1663	218	23.4909573057273	6.2140898832394	8.19601675709625	33.7056934842084
1163	159	19.4119580760913	4.71942710003323	10.6943115862863	30.1233898286694
934	157	17.0225334475383	4.04644607446563	7.41789958744552	25.0977657522415
731	108	15.0418957508013	2.55055814377894	9.41555585421784	20.3607489904302
797	181	17.088989274042	7.69675471150061	2.01442404060765	31.9593561520229
1012	153	19.623398160843	7.04949402936409	8.50056223373173	33.4867755009787
796	166	15.8901078124284	3.65274042494137	8.98052965613008	25.2545934676819
657	100	14.4313625449835	3.61453663631271	8.01004993742238	20.551907454054
340	74	10.3173425698649	2.03795137387074	7.32409992675109	14.8367424397514
634	113	14.1589149777118	3.78045331368505	6.77408050244563	22.299919209318
372	73	10.7628938306279	1.97152083371242	7.32601407771251	15.2067690431793
399	82	10.8466158548538	1.9695637809221	6.1034605606157	14.0350966556011
386	81	10.6344434816738	1.69326747447977	6.79447671900335	14.4484430468363
853	173	17.7661157206349	6.43577710084642	5.47334139286719	30.4258448112269
310	62	9.48834492658063	1.07651084093563	7.3587461323923	11.2489217890068
393	109	10.8093632484137	3.51779814231926	2.66530735772994	16.4666248779402
440	107	11.9809345327483	3.71714296495577	5.63325073505557	20.1033511832548
302	61	9.35783709355571	1.58596054435058	5.4665187456909	12.4754529199403
289	61	9.4686162720071	2.05820199186166	5.42256327039081	13.599454990107
307	67	9.5185025159717	2.16649979187756	5.34090666718892	13.3808696312058
352	79	10.7183100057831	3.8013984072735	3.19554448671521	16.0819534287835
228	63	8.08767962801576	1.49336994079038	4.42868521216974	10.9360586909827
204	53	7.6480852496968	1.2753068395128	5.3228953274643	10.3474182153687
217	54	7.93581111586152	1.30312777126357	5.07816137082048	10.2600781863285
262	61	9.10732773690747	2.31069279471796	5.23975049205852	12.9998449539056
205	47	7.61708483530427	1.0688945634556	4.94514957312607	9.35853428027364
228	63	8.39423178507949	1.86261897143312	5.16129362437826	12.5939352803363
267	79	9.09687746115713	2.69133709902381	3.71496883305095	15.8941428910359
326	83	9.05479142032296	2.48046725167173	1.61773628642255	13.7166756604629
358	94	11.1068371490313	3.90075872851311	4.50849256470216	18.2064670207096
316	91	9.64252596688765	2.66982402733064	3.73626373626369	15.1230591962794
316	103	10.7903267054834	4.89524465542784	0.663611941383855	20.9317799036527
251	67	8.63346511288299	2.00259714247494	4.81189955910305	13.3614187755363
370	134	11.3211574123189	4.19129701853484	0.654677976103247	19.4854390403623
183	49	7.30084009122603	1.63612631112438	4.11076339343452	10.2976323890328
162	42	6.80133880598984	1.28362227222289	3.98196045564166	8.75316593194716
380	120	11.5717972342157	4.50343639077459	3.18918528432856	20.7562256390168
267	65	9.69256556184833	3.45681319203923	4.21316617649588	15.7200508905029
213	56	7.77482355618535	2.05026474069082	2.57223449672113	11.2253840668808
180	62	7.29676019840843	1.53861373652768	3.63046566673424	10.2289732554428
158	51	6.66858497427516	1.39938245300961	3.34651373394352	9.41333728692186
129	53	6.19623224331474	1.35707960233384	4.085286922815	9.16571459072907
285	105	10.519231574118	4.17374454265154	0.769603956222325	19.4241358148617
235	73	7.75750434852087	2.59316124871754	0.352190688552948	12.429006503525
130	39	6.11391765163571	1.31121613039262	3.61311075975561	8.71651571933071
283	145	9.45176053152126	3.19356729722225	2.15194516990297	15.5595576264722
247	85	8.37384003296897	2.46240528354838	2.29399698023527	13.5174422756208
98	47	5.23559669456806	1.42569968833109	2.61797249621656	8.74840734389839
111	42	5.60843089488284	1.2704711730819	3.81138347466245	7.86511139935496
181	54	7.60859689429401	2.40459826297709	3.19045644785805	11.8678422222553
113	39	5.88558458964371	1.20223297393582	3.5433819375783	8.6538366571648
150	54	6.22917416593271	2.15337701239874	0.340458820571318	9.16743356313156
217	74	7.79573253829816	2.16514198177709	2.04630472772614	10.7865437096818
173	55	7.75364116415221	2.92327068665934	2.68820502956739	13.3970516060639
117	63	5.82878712148002	2.38951794219495	0.871716204301386	10.857572162681
106	33	5.36494917707644	1.14578391790237	3.01937423201975	7.14958885202379
158	71	7.65056843396521	2.87124461593833	2.49776730295325	14.5751852337558
131	54	6.15218525644131	1.79497831749448	1.59946836160661	9.48502537936456
211	87	9.07096480948471	4.42871183979973	1.1893080730802	17.732383996475
102	36	5.23250419512684	1.00180631729029	3.12793072450204	6.88037107813523
179	70	7.06738891219562	2.64759684729666	0.792438757049131	11.570873002536
145	70	6.40571820847549	2.57421253045914	0.200509554966021	11.5119902001064
123	63	5.84865605907848	1.87632874353119	1.63869190560689	9.50453075182021
151	62	6.91393906593014	2.53431110025086	0.440532267217751	10.8449722690825
121	52	5.8919442208648	1.62970096977348	2.8746623161604	9.02103475480152
152	49	6.6214726330248	1.67555824192475	3.24534716438918	9.35041375560894
128	58	7.03363080437597	2.634114821798	1.9172072683644	12.5596436743688
103	51	5.45447889824456	1.99949671929163	0.306284301015989	8.83374136725983
97	44	5.02264518284155	1.56333183990437	0.947212090189716	7.34147197391657
166	67	6.7066046166842	2.17978466791403	2.03729976486589	11.2157202789967
89	39	5.47204879922399	1.95111411876914	2.55073438265554	8.88782455823928
116	54	6.03004340415335	2.13663013668928	1.45273027092263	10.2469172988242
147	53	6.86781477179479	3.1209300908511	1.00868425695274	11.9542559945424
99	37	5.38506921306735	1.80301052560065	1.81403504805947	8.19485131167449
82	33	4.9162168038091	1.43155910307087	1.92894914701079	7.48086018143496
143	73	8.19348767313456	3.57219098782715	2.64511290034706	14.5261943015271
50	21	3.55868890758869	0.637203298473671	2.53098709827026	4.63179390077192
166	92	7.7487831994643	2.48698459726978	2.27690799526537	12.7129498004042
61	26	4.20428530312396	1.07211420889666	2.3414201931115	6.67526565745766
99	35	5.41098551781213	1.87214027129783	2.14190455017048	8.86013774251429
60	30	4.10995802196625	1.29761342981291	1.44606746423226	7.02076285820226
71	30	4.44651436370872	1.2960019770213	1.77451088722753	6.85678901203438
65	32	4.09098097742267	1.3554028293706	1.2074799428976	6.22157599105725
111	40	5.82204174390896	2.15016393146698	1.32500000000002	9.41039983210064
84	32	4.61640408822332	0.983925896211224	2.08463501001974	5.89242760880437
52	23	3.62805384145217	0.643261121037139	2.67629798200216	4.93320219856708
125	68	6.63981651872785	2.76075109928997	0.162431779664597	11.4902734555382
71	36	5.16112691119487	2.14971083191696	1.3913866429298	8.70774630309197
95	39	5.44874531722173	1.76444845407317	2.35730152503822	8.77162960142312
56	23	3.84721066754979	0.653990473056264	2.92470087979859	5.16568582270581
53	23	3.6603267418834	0.693559770953997	2.3478260869565	5.17847807378582
40	18	3.14642443337583	0.485608643036136	2.27980939207599	3.82648341282715
46	23	3.45642306098088	0.858748882050614	1.52173913043482	5.20142484477852
59	37	4.61750013966718	2.28328476524387	0.375471459174369	8.3637186482728
102	44	5.47496805617406	1.65564199140647	2.23340991193081	8.51666451025081
58	25	3.88406489776638	0.838355455602849	1.94195777503013	5.25463604829108
58	26	4.08461695442302	1.0136285301719	2.11678275474105	6.24037720753381
74	42	4.89020576710379	1.90066607964537	1.33524522788668	8.47247778507531
59	29	3.89836052166573	0.874491453686744	1.97487187079668	5.26898357101084
43	21	3.227965547986	0.487683086540344	2.14021000516609	4.23809523809524
57	24	3.82871899902474	0.749264264207278	1.91167829115905	5.04854902147358
90	40	5.36443190560661	2.2157945144146	0.915491671180015	9.48884213168289
102	65	6.81305874730156	4.08243238455419	0.534047844852645	13.6672198858541
55	27	3.84627989943222	0.982193628276369	2.21542169314642	6.10257540812048
86	39	5.16593545385776	1.75996116045565	1.74980040187928	8.12784113073188
51	25	3.62661390523133	0.752377287258697	2.07884583362977	5.03205723337879
61	27	4.02079678932482	1.0319968972651	1.85333274121445	5.81422502316745
44	20	3.31483250883053	0.426480290752427	2.43515913237718	4.16293165929968
79	45	5.76676704077622	2.73662004221299	1.45670014369538	9.97718384770298
46	25	3.47269038899468	0.940436846462325	1.73666346768742	5.037459677258
134	82	6.31740463936607	2.70602145272122	0.748685145276642	12.2812386235951
62	30	4.12613422865761	1.31762188742111	0.968962790249915	6.0722501778354
46	25	3.70748664382081	1.17377288514018	1.90703959056962	5.7477647829396
154	89	6.98392092705607	3.17470960386897	0.827884809878151	13.397970666393
54	29	4.04877395844759	1.37924489219124	1.39516747063061	6.60054406289951
44	20	3.28669336598862	0.554659100679338	2.25610283453574	4.1340053217189
44	23	3.32024130892981	0.901901747424426	1.93074811401522	4.93320219856708
42	22	3.38045629741672	1.03062342431329	1.90963195796372	5.12670048386286
54	27	4.0335172186161	1.20225475159428	2.0157133072871	6.57352632042518
43	21	3.23152000600213	0.572934121428761	2.10226095758514	4.07553399252944
37	18	2.97859529896964	0.516583907845438	1.74005108481839	3.96162144133487
55	26	3.88107286516049	1.24961344836895	1.5660979285771	5.86963906231839
65	42	4.58522466373492	1.85380666112151	0.971533607766801	8.10297249565282
72	31	4.40749759214971	1.47033812967259	1.48947050072462	6.52235410091248
40	21	3.11738099707173	0.800132715920922	1.8577532574411	4.95444096349639
71	45	4.54416171941187	1.62312811728331	0.400616808384847	7.12308020486492
87	41	5.32265794140511	2.02190770638077	1.35996115701966	9.33238430346849
32	18	2.75205387875714	0.633646660523916	1.83249138916346	3.97523195999964
47	31	3.9187820764719	1.6922619699987	0.806451612903211	6.81592369505833
38	18	3.04187939345465	0.4120791936616	2.27777777777783	3.85421046021161
61	31	4.27412723162416	1.58501528466885	1.3051566660738	7.00185793687348
41	22	3.19428873104527	0.673456974205191	1.87744331164213	4.73644215604081
42	23	3.30445080363315	0.78939088394385	2.0379202861318	5.02395020022765
38	20	3.11242886830633	0.694828424672847	1.87882942280564	4.85077313425398
74	38	5.0105338706701	2.30691041209389	1.47579735713794	9.32281180463264
56	36	3.72133632525618	1.5314466343412	0.624227918173362	6.60392933911702
